Date,Year,Season,Crop,State,District,Irrigation_Type,Area_ha,Fertilizer_Use,Yield_kg_ha,Production_tons
2016-08-09,2016,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,339.63,174.0,13705.0,4654.63
2016-05-16,2016,Kharif,Rice,Tamil Nadu,Chennai,Drip,1061.84,66.0,4588.0,4871.72
2019-03-10,2019,Perennial,Sugarcane,Uttar Pradesh,Lucknow,Tube Well,853.09,185.0,126071.0,107549.91
2021-04-20,2021,Zaid,Coconut,Karnataka,Bangalore,Tube Well,741.04,140.0,10685.0,7918.01
2024-05-02,2024,Kharif,Maize,Karnataka,Belgaum,Canal,496.2,138.0,6281.0,3116.63
2019-06-13,2019,Kharif,Rice,Uttar Pradesh,Varanasi,Canal,917.6,176.0,3573.0,3278.58
2016-10-08,2016,Kharif,Pulses,Rajasthan,Udaipur,Rainfed,250.64,150.0,2037.0,510.55
2022-06-06,2022,Kharif,Oilseeds,Maharashtra,Mumbai,Rainfed,961.62,96.0,1719.0,1653.02
2022-12-04,2022,Kharif,Oilseeds,Maharashtra,Nagpur,Tube Well,39.28,102.0,2748.0,107.94
2020-12-14,2020,Rabi,Oilseeds,Rajasthan,Jaipur,Tube Well,29.64,76.0,1711.0,50.71
2016-07-30,2016,Rabi,Pulses,Maharashtra,Pune,Drip,933.8,120.0,1771.0,1653.76
2023-01-06,2023,Perennial,Tea,Assam,Dibrugarh,Rainfed,745.24,67.0,2146.0,1599.29
2021-02-28,2021,Kharif,Cotton,Gujarat,Rajkot,Rainfed,762.38,148.0,611.0,465.81
2015-09-20,2015,Perennial,Sugarcane,Tamil Nadu,Madurai,Drip,801.92,75.0,79151.0,63472.77
2024-10-30,2024,Kharif,Cotton,Telangana,Warangal,Rainfed,743.3,180.0,690.0,512.88
2021-02-17,2021,Zaid,Coconut,Andhra Pradesh,Guntur,Rainfed,440.39,155.0,9362.0,4122.93
2023-09-28,2023,Kharif,Maize,Telangana,Nizamabad,Tube Well,106.22,184.0,6652.0,706.58
2024-06-09,2024,Kharif,Rice,Assam,Dibrugarh,Rainfed,747.14,63.0,2332.0,1742.33
2021-06-15,2021,Perennial,Tea,Assam,Tinsukia,Rainfed,751.47,170.0,2274.0,1708.84
2019-10-14,2019,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,359.05,182.0,3202.0,1149.68
2021-06-25,2021,Rabi,Wheat,Rajasthan,Udaipur,Rainfed,159.85,57.0,2188.0,349.75
2020-08-30,2020,Rabi,Oilseeds,Rajasthan,Udaipur,Tube Well,625.72,200.0,3507.0,2194.4
2016-05-13,2016,Rabi,Wheat,Rajasthan,Jodhpur,Rainfed,498.81,95.0,3112.0,1552.3
2020-09-21,2020,Rabi,Wheat,Haryana,Faridabad,Tube Well,21.44,82.0,3252.0,69.72
2019-03-06,2019,Zaid,Coconut,Karnataka,Hubli,Tube Well,127.41,112.0,11559.0,1472.73
2021-11-06,2021,Kharif,Maize,Madhya Pradesh,Bhopal,Rainfed,786.73,51.0,3273.0,2574.97
2018-10-07,2018,Rabi,Oilseeds,Maharashtra,Pune,Rainfed,59.19,183.0,3040.0,179.94
2019-11-06,2019,Perennial,Sugarcane,Maharashtra,Nagpur,Tube Well,374.5,90.0,63479.0,23772.89
2018-07-19,2018,Kharif,Maize,Bihar,Patna,Tube Well,553.01,128.0,6250.0,3456.31
2019-08-01,2019,Kharif,Maize,Bihar,Purnia,Tube Well,192.51,144.0,5405.0,1040.52
2017-06-09,2017,Zaid,Coconut,Andhra Pradesh,Visakhapatnam,Canal,286.14,169.0,16417.0,4697.56
2017-05-15,2017,Rabi,Wheat,Haryana,Karnal,Tube Well,500.62,88.0,3711.0,1857.8
2015-12-11,2015,Rabi,Wheat,Punjab,Patiala,Tube Well,411.64,158.0,5041.0,2075.08
2019-06-19,2019,Kharif,Oilseeds,Rajasthan,Jaipur,Tube Well,564.32,68.0,3393.0,1914.74
2022-11-25,2022,Rabi,Oilseeds,Rajasthan,Jodhpur,Tube Well,355.19,156.0,2326.0,826.17
2016-06-05,2016,Kharif,Cotton,Maharashtra,Mumbai,Drip,369.42,188.0,1761.0,650.55
2019-02-18,2019,Rabi,Wheat,Bihar,Patna,Tube Well,319.97,63.0,4074.0,1303.56
2022-03-08,2022,Zaid,Coconut,Andhra Pradesh,Guntur,Tube Well,57.44,68.0,5797.0,332.98
2017-03-18,2017,Kharif,Oilseeds,Maharashtra,Nashik,Rainfed,73.72,134.0,1270.0,93.62
2017-06-12,2017,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,577.15,57.0,2404.0,1387.47
2015-08-19,2015,Perennial,Coffee,Karnataka,Belgaum,Drip,133.07,78.0,1278.0,170.06
2018-01-17,2018,Rabi,Potato,West Bengal,Howrah,Rainfed,528.62,79.0,18952.0,10018.41
2018-10-03,2018,Perennial,Sugarcane,Tamil Nadu,Chennai,Drip,928.18,122.0,135224.0,125512.21
2017-02-21,2017,Rabi,Pulses,Uttar Pradesh,Kanpur,Tube Well,559.0,87.0,2328.0,1301.35
2018-07-15,2018,Zaid,Coconut,Andhra Pradesh,Chittoor,Canal,421.45,121.0,6717.0,2830.88
2022-11-13,2022,Kharif,Rice,Tamil Nadu,Coimbatore,Canal,961.62,128.0,4329.0,4162.85
2025-09-07,2025,Kharif,Rice,Tamil Nadu,Madurai,Drip,952.69,160.0,7146.0,6807.92
2021-10-12,2021,Kharif,Oilseeds,Rajasthan,Jodhpur,Tube Well,617.29,192.0,3898.0,2406.2
2020-09-07,2020,Rabi,Potato,Punjab,Amritsar,Tube Well,862.15,126.0,32352.0,27892.28
2025-04-17,2025,Perennial,Coffee,Karnataka,Bangalore,Tube Well,1048.01,103.0,766.0,802.78
2021-03-01,2021,Kharif,Rice,Bihar,Muzaffarpur,Tube Well,820.77,89.0,4790.0,3931.49
2020-12-28,2020,Rabi,Pulses,Maharashtra,Mumbai,Rainfed,546.17,145.0,1605.0,876.6
2017-12-28,2017,Zaid,Coconut,Kerala,Kozhikode,Drip,507.35,191.0,8553.0,4339.36
2020-08-28,2020,Rabi,Oilseeds,Gujarat,Surat,Tube Well,154.93,165.0,3604.0,558.37
2017-06-17,2017,Kharif,Cotton,Andhra Pradesh,Krishna,Canal,666.09,81.0,828.0,551.52
2017-02-06,2017,Rabi,Potato,Bihar,Gaya,Rainfed,270.52,184.0,25577.0,6919.09
2017-06-23,2017,Kharif,Oilseeds,Gujarat,Rajkot,Tube Well,347.42,160.0,2418.0,840.06
2020-06-14,2020,Kharif,Cotton,Telangana,Nizamabad,Canal,121.89,69.0,582.0,70.94
2016-08-05,2016,Perennial,Coffee,Karnataka,Hubli,Canal,400.44,157.0,1493.0,597.86
2021-06-14,2021,Kharif,Oilseeds,Gujarat,Rajkot,Tube Well,582.85,93.0,2015.0,1174.44
2015-06-19,2015,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,484.28,124.0,1181.0,571.93
2015-02-24,2015,Perennial,Coffee,Kerala,Thrissur,Drip,250.85,95.0,952.0,238.81
2020-03-16,2020,Kharif,Maize,Madhya Pradesh,Bhopal,Rainfed,635.88,63.0,4485.0,2851.92
2017-10-21,2017,Rabi,Pulses,Maharashtra,Nagpur,Drip,682.04,165.0,1417.0,966.45
2023-11-18,2023,Kharif,Maize,Andhra Pradesh,Guntur,Rainfed,769.28,174.0,3664.0,2818.64
2024-08-05,2024,Kharif,Cotton,Maharashtra,Mumbai,Tube Well,368.81,85.0,1421.0,524.08
2023-02-07,2023,Kharif,Maize,Telangana,Nizamabad,Rainfed,734.58,86.0,3206.0,2355.06
2019-09-11,2019,Kharif,Rice,West Bengal,Kolkata,Canal,690.46,114.0,4234.0,2923.41
2024-03-24,2024,Rabi,Potato,Uttar Pradesh,Kanpur,Canal,1294.9,172.0,18911.0,24487.85
2024-09-17,2024,Zaid,Coconut,Andhra Pradesh,Visakhapatnam,Tube Well,200.34,62.0,13559.0,2716.41
2023-08-26,2023,Rabi,Wheat,Punjab,Amritsar,Tube Well,577.19,171.0,4231.0,2442.09
2022-08-02,2022,Perennial,Tea,West Bengal,Kolkata,Rainfed,133.19,188.0,1340.0,178.47
2021-10-19,2021,Kharif,Oilseeds,Rajasthan,Jodhpur,Rainfed,158.71,134.0,2668.0,423.44
2020-02-03,2020,Rabi,Potato,Uttar Pradesh,Varanasi,Canal,597.88,59.0,31292.0,18708.86
2022-11-02,2022,Rabi,Wheat,Bihar,Purnia,Rainfed,895.64,90.0,3696.0,3310.29
2025-09-18,2025,Perennial,Coffee,Tamil Nadu,Chennai,Tube Well,617.17,67.0,1434.0,885.02
2023-10-26,2023,Kharif,Maize,Bihar,Gaya,Rainfed,337.07,89.0,3070.0,1034.8
2019-09-20,2019,Rabi,Potato,Uttar Pradesh,Varanasi,Canal,1122.88,172.0,31358.0,35211.27
2020-12-07,2020,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,17.68,58.0,8084.0,142.93
2021-04-14,2021,Kharif,Maize,Maharashtra,Nashik,Rainfed,487.42,93.0,5127.0,2499.0
2020-12-07,2020,Perennial,Tea,Assam,Tinsukia,Rainfed,484.66,128.0,1963.0,951.39
2019-09-08,2019,Kharif,Pulses,Rajasthan,Udaipur,Rainfed,412.43,181.0,1897.0,782.38
2018-05-20,2018,Zaid,Coconut,Tamil Nadu,Chennai,Tube Well,672.24,87.0,6723.0,4519.47
2018-06-22,2018,Perennial,Sugarcane,Maharashtra,Nashik,Drip,282.84,167.0,110834.0,31348.29
2020-09-30,2020,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,276.29,138.0,1396.0,385.7
2022-07-07,2022,Rabi,Pulses,Uttar Pradesh,Lucknow,Canal,1398.03,151.0,2852.0,3987.18
2018-08-10,2018,Kharif,Oilseeds,Gujarat,Ahmedabad,Tube Well,1169.03,179.0,1502.0,1755.88
2024-10-15,2024,Perennial,Tea,Assam,Kamrup,Rainfed,256.51,54.0,2018.0,517.64
2023-08-12,2023,Rabi,Wheat,Haryana,Faridabad,Tube Well,905.86,129.0,2922.0,2646.92
2020-07-14,2020,Kharif,Pulses,Maharashtra,Mumbai,Drip,321.27,162.0,1372.0,440.78
2022-01-15,2022,Rabi,Oilseeds,Rajasthan,Udaipur,Rainfed,264.28,183.0,1887.0,498.7
2023-09-26,2023,Rabi,Oilseeds,Gujarat,Vadodara,Rainfed,952.88,70.0,2248.0,2142.07
2015-11-07,2015,Kharif,Cotton,Gujarat,Ahmedabad,Rainfed,606.4,101.0,935.0,566.98
2024-01-12,2024,Kharif,Pulses,Madhya Pradesh,Bhopal,Rainfed,681.18,62.0,1432.0,975.45
2022-09-10,2022,Kharif,Rice,Tamil Nadu,Coimbatore,Drip,695.33,175.0,6756.0,4697.65
2017-07-31,2017,Rabi,Oilseeds,Maharashtra,Nagpur,Drip,821.31,179.0,2303.0,1891.48
2018-09-21,2018,Rabi,Wheat,Rajasthan,Jaipur,Rainfed,33.38,123.0,3370.0,112.49
2023-07-26,2023,Rabi,Wheat,Madhya Pradesh,Bhopal,Rainfed,602.24,53.0,2966.0,1786.24
2015-11-30,2015,Perennial,Tea,West Bengal,Kolkata,Canal,1075.87,65.0,2449.0,2634.81
2024-11-05,2024,Perennial,Apple,Himachal Pradesh,Kangra,Rainfed,241.78,144.0,11702.0,2829.31
2018-04-10,2018,Rabi,Oilseeds,Gujarat,Surat,Tube Well,198.71,197.0,2147.0,426.63
2023-08-05,2023,Kharif,Rice,Chhattisgarh,Raipur,Rainfed,684.11,176.0,5344.0,3655.88
2021-05-09,2021,Rabi,Oilseeds,Gujarat,Ahmedabad,Tube Well,355.25,170.0,4210.0,1495.6
2016-10-17,2016,Rabi,Pulses,Maharashtra,Nashik,Tube Well,537.87,113.0,2107.0,1133.29
2019-07-25,2019,Rabi,Oilseeds,Maharashtra,Mumbai,Tube Well,109.8,198.0,2814.0,308.98
2018-05-14,2018,Rabi,Wheat,Punjab,Amritsar,Canal,175.15,174.0,4604.0,806.39
2019-04-24,2019,Kharif,Rice,West Bengal,Howrah,Rainfed,246.06,100.0,2302.0,566.43
2021-09-09,2021,Perennial,Sugarcane,Uttar Pradesh,Kanpur,Tube Well,827.21,162.0,95956.0,79375.76
2024-05-17,2024,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,450.65,115.0,2562.0,1154.57
2022-11-21,2022,Rabi,Wheat,Punjab,Ludhiana,Tube Well,913.3,149.0,4265.0,3895.22
2024-01-29,2024,Kharif,Maize,Madhya Pradesh,Bhopal,Tube Well,471.22,196.0,6956.0,3277.81
2025-07-30,2025,Perennial,Sugarcane,Uttar Pradesh,Kanpur,Tube Well,747.9,87.0,120668.0,90247.6
2021-12-31,2021,Kharif,Oilseeds,Gujarat,Vadodara,Tube Well,964.5,169.0,3948.0,3807.85
2019-04-20,2019,Kharif,Pulses,Maharashtra,Mumbai,Drip,1214.73,139.0,2183.0,2651.76
2023-04-15,2023,Kharif,Pulses,Maharashtra,Nagpur,Rainfed,357.99,192.0,1297.0,464.31
2015-07-30,2015,Kharif,Oilseeds,Rajasthan,Jodhpur,Tube Well,99.83,70.0,1476.0,147.35
2022-04-29,2022,Kharif,Cotton,Telangana,Warangal,Tube Well,388.33,158.0,1526.0,592.59
2023-02-11,2023,Rabi,Pulses,Rajasthan,Jaipur,Rainfed,28.23,56.0,1734.0,48.95
2015-11-01,2015,Rabi,Oilseeds,Rajasthan,Jaipur,Rainfed,619.49,87.0,1922.0,1190.66
2019-09-26,2019,Kharif,Oilseeds,Gujarat,Rajkot,Rainfed,295.25,98.0,1173.0,346.33
2016-04-06,2016,Kharif,Oilseeds,Rajasthan,Jodhpur,Rainfed,389.01,115.0,2250.0,875.27
2021-01-24,2021,Perennial,Coffee,Karnataka,Mysore,Drip,135.45,195.0,1399.0,189.49
2021-12-18,2021,Rabi,Wheat,Punjab,Patiala,Tube Well,834.35,60.0,2716.0,2266.09
2023-08-31,2023,Zaid,Coconut,Kerala,Kozhikode,Drip,40.8,75.0,14901.0,607.96
2024-05-02,2024,Rabi,Potato,West Bengal,Kolkata,Canal,848.0,80.0,18812.0,15952.58
2025-09-15,2025,Kharif,Maize,Telangana,Warangal,Canal,860.33,114.0,6949.0,5978.43
2024-12-18,2024,Kharif,Cotton,Gujarat,Rajkot,Rainfed,375.3,59.0,681.0,255.58
2017-05-08,2017,Kharif,Oilseeds,Rajasthan,Jodhpur,Rainfed,188.17,195.0,3083.0,580.13
2018-03-27,2018,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,184.72,134.0,12623.0,2331.72
2019-11-16,2019,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,251.79,172.0,6977.0,1756.74
2020-01-02,2020,Rabi,Oilseeds,Maharashtra,Nagpur,Rainfed,253.76,166.0,2106.0,534.42
2022-01-08,2022,Kharif,Cotton,Maharashtra,Nashik,Tube Well,1046.27,149.0,837.0,875.73
2019-02-23,2019,Kharif,Oilseeds,Rajasthan,Jodhpur,Rainfed,146.99,186.0,2779.0,408.49
2017-10-05,2017,Kharif,Oilseeds,Rajasthan,Jodhpur,Tube Well,13.78,185.0,3052.0,42.06
2025-02-27,2025,Rabi,Wheat,Bihar,Gaya,Rainfed,529.01,69.0,2504.0,1324.64
2025-06-02,2025,Kharif,Pulses,Maharashtra,Nagpur,Drip,158.54,185.0,1898.0,300.91
2021-07-02,2021,Perennial,Coffee,Karnataka,Hubli,Tube Well,771.08,129.0,818.0,630.74
2021-05-01,2021,Kharif,Rice,Odisha,Bhubaneswar,Rainfed,159.05,90.0,2568.0,408.44
2022-10-15,2022,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,328.78,141.0,12909.0,4244.22
2017-09-04,2017,Zaid,Coconut,Andhra Pradesh,Krishna,Canal,569.74,92.0,11550.0,6580.5
2024-09-18,2024,Zaid,Coconut,Andhra Pradesh,Krishna,Rainfed,683.87,122.0,7047.0,4819.23
2024-08-19,2024,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,157.4,172.0,2019.0,317.79
2017-07-01,2017,Rabi,Wheat,Rajasthan,Jodhpur,Tube Well,111.21,55.0,3448.0,383.45
2016-09-04,2016,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,508.72,77.0,1663.0,846.0
2022-07-15,2022,Rabi,Wheat,Rajasthan,Udaipur,Rainfed,186.27,193.0,4123.0,767.99
2019-07-06,2019,Rabi,Oilseeds,Maharashtra,Pune,Drip,507.84,117.0,3822.0,1940.96
2015-07-31,2015,Perennial,Coffee,Tamil Nadu,Chennai,Tube Well,532.6,95.0,1692.0,901.16
2021-08-20,2021,Zaid,Coconut,Tamil Nadu,Madurai,Drip,260.3,188.0,15045.0,3916.21
2015-09-01,2015,Zaid,Coconut,Kerala,Kozhikode,Rainfed,638.38,187.0,11461.0,7316.47
2018-05-13,2018,Perennial,Tea,Assam,Dibrugarh,Rainfed,752.15,57.0,1976.0,1486.25
2019-03-19,2019,Kharif,Rice,Uttar Pradesh,Varanasi,Canal,653.52,104.0,3334.0,2178.84
2018-10-22,2018,Kharif,Cotton,Gujarat,Vadodara,Tube Well,1101.88,187.0,938.0,1033.56
2016-07-03,2016,Rabi,Oilseeds,Gujarat,Ahmedabad,Rainfed,1060.39,77.0,1146.0,1215.21
2016-06-26,2016,Rabi,Wheat,Rajasthan,Jaipur,Rainfed,124.57,137.0,2513.0,313.04
2020-01-03,2020,Perennial,Tea,West Bengal,Kolkata,Canal,198.99,98.0,2851.0,567.32
2019-09-15,2019,Rabi,Potato,West Bengal,Kolkata,Rainfed,530.37,160.0,31779.0,16854.63
2017-04-03,2017,Rabi,Potato,Punjab,Patiala,Tube Well,793.53,74.0,28289.0,22448.17
2020-04-01,2020,Rabi,Pulses,Madhya Pradesh,Bhopal,Tube Well,279.49,139.0,2524.0,705.43
2016-03-03,2016,Kharif,Rice,Andhra Pradesh,Visakhapatnam,Canal,382.38,50.0,3545.0,1355.54
2018-08-02,2018,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,350.78,88.0,2607.0,914.48
2021-02-27,2021,Perennial,Coffee,Kerala,Ernakulam,Drip,555.48,74.0,1099.0,610.47
2015-12-31,2015,Kharif,Oilseeds,Gujarat,Surat,Tube Well,110.43,81.0,3405.0,376.01
2017-06-28,2017,Rabi,Oilseeds,Gujarat,Surat,Tube Well,855.59,179.0,3756.0,3213.6
2017-02-20,2017,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,741.73,187.0,4347.0,3224.3
2016-10-20,2016,Kharif,Rice,Telangana,Nizamabad,Canal,689.52,163.0,6594.0,4546.69
2018-06-03,2018,Kharif,Rice,Andhra Pradesh,Guntur,Rainfed,238.1,139.0,3387.0,806.44
2022-06-09,2022,Perennial,Coffee,Kerala,Ernakulam,Drip,79.11,85.0,816.0,64.55
2022-11-03,2022,Kharif,Oilseeds,Rajasthan,Jaipur,Tube Well,348.36,91.0,3420.0,1191.39
2020-10-29,2020,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,765.56,96.0,1865.0,1427.77
2015-10-20,2015,Kharif,Maize,Madhya Pradesh,Bhopal,Tube Well,657.06,167.0,7911.0,5198.0
2022-04-27,2022,Rabi,Potato,Punjab,Amritsar,Tube Well,848.47,88.0,21955.0,18628.16
2020-07-14,2020,Rabi,Potato,Punjab,Patiala,Tube Well,223.04,196.0,15718.0,3505.74
2017-02-03,2017,Rabi,Oilseeds,Maharashtra,Nashik,Drip,930.85,169.0,1710.0,1591.75
2022-12-15,2022,Kharif,Rice,Odisha,Bhubaneswar,Rainfed,733.57,200.0,4693.0,3442.64
2016-10-31,2016,Perennial,Sugarcane,Maharashtra,Pune,Tube Well,1216.24,119.0,72925.0,88694.3
2024-03-22,2024,Kharif,Maize,Telangana,Hyderabad,Tube Well,554.78,138.0,7082.0,3928.95
2021-03-02,2021,Kharif,Cotton,Gujarat,Surat,Rainfed,622.21,92.0,718.0,446.75
2025-03-20,2025,Rabi,Oilseeds,Rajasthan,Udaipur,Tube Well,437.24,141.0,2890.0,1263.62
2021-10-11,2021,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,755.17,196.0,2617.0,1976.28
2020-01-19,2020,Perennial,Tea,West Bengal,Howrah,Rainfed,694.66,55.0,1254.0,871.1
2019-06-07,2019,Perennial,Coffee,Tamil Nadu,Coimbatore,Tube Well,290.78,93.0,1140.0,331.49
2016-07-04,2016,Kharif,Rice,Chhattisgarh,Raipur,Rainfed,448.94,92.0,4086.0,1834.37
2016-10-29,2016,Perennial,Tea,Assam,Cachar,Rainfed,705.0,197.0,2769.0,1952.14
2022-03-07,2022,Zaid,Coconut,Andhra Pradesh,Guntur,Canal,684.73,70.0,7890.0,5402.52
2019-03-03,2019,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,206.05,172.0,12570.0,2590.05
2019-01-25,2019,Kharif,Maize,Telangana,Warangal,Canal,662.7,91.0,7600.0,5036.52
2019-05-18,2019,Rabi,Wheat,Madhya Pradesh,Bhopal,Tube Well,532.18,179.0,4771.0,2539.03
2022-08-06,2022,Kharif,Rice,Bihar,Gaya,Tube Well,66.12,123.0,6166.0,407.7
2019-01-12,2019,Perennial,Sugarcane,Uttar Pradesh,Lucknow,Tube Well,1090.71,86.0,119565.0,130410.74
2021-04-29,2021,Kharif,Maize,Karnataka,Hubli,Drip,454.23,156.0,8769.0,3983.14
2016-06-26,2016,Rabi,Wheat,Bihar,Patna,Rainfed,941.49,176.0,3963.0,3731.12
2024-03-20,2024,Kharif,Pulses,Maharashtra,Nashik,Rainfed,1262.34,121.0,1503.0,1897.3
2024-11-05,2024,Kharif,Pulses,Madhya Pradesh,Bhopal,Rainfed,364.5,157.0,1001.0,364.86
2018-09-09,2018,Rabi,Pulses,Madhya Pradesh,Bhopal,Tube Well,775.35,77.0,1294.0,1003.3
2024-12-26,2024,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,131.22,191.0,8720.0,1144.24
2019-06-05,2019,Rabi,Oilseeds,Rajasthan,Jodhpur,Tube Well,481.02,64.0,1261.0,606.57
2019-06-05,2019,Perennial,Tea,West Bengal,Howrah,Rainfed,91.81,83.0,1106.0,101.54
2021-07-23,2021,Kharif,Pulses,Uttar Pradesh,Kanpur,Canal,226.03,93.0,1504.0,339.95
2022-06-26,2022,Rabi,Oilseeds,Maharashtra,Pune,Tube Well,1125.24,73.0,1421.0,1598.97
2020-07-18,2020,Rabi,Wheat,Haryana,Gurgaon,Canal,1252.36,111.0,3149.0,3943.68
2025-09-06,2025,Kharif,Pulses,Uttar Pradesh,Varanasi,Rainfed,803.59,119.0,886.0,711.98
2020-08-06,2020,Rabi,Wheat,Punjab,Ludhiana,Tube Well,516.26,128.0,3766.0,1944.24
2019-12-25,2019,Rabi,Pulses,Rajasthan,Jaipur,Rainfed,321.21,56.0,1626.0,522.29
2021-11-20,2021,Rabi,Wheat,Rajasthan,Jodhpur,Rainfed,610.04,83.0,3477.0,2121.11
2022-06-05,2022,Zaid,Coconut,Andhra Pradesh,Chittoor,Canal,261.08,171.0,16751.0,4373.35
2019-04-26,2019,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,242.95,172.0,1897.0,460.88
2024-01-04,2024,Kharif,Pulses,Uttar Pradesh,Varanasi,Canal,1180.31,100.0,1443.0,1703.19
2023-05-12,2023,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,748.86,119.0,2150.0,1610.05
2018-09-10,2018,Rabi,Potato,Uttar Pradesh,Kanpur,Rainfed,148.46,78.0,23833.0,3538.25
2023-04-18,2023,Kharif,Rice,Punjab,Amritsar,Tube Well,1207.62,173.0,5200.0,6279.62
2019-08-14,2019,Kharif,Pulses,Rajasthan,Udaipur,Rainfed,455.1,194.0,2050.0,932.96
2023-01-27,2023,Rabi,Potato,Punjab,Ludhiana,Canal,353.85,94.0,14917.0,5278.38
2025-04-23,2025,Rabi,Pulses,Rajasthan,Jodhpur,Rainfed,531.51,167.0,1681.0,893.47
2016-11-17,2016,Kharif,Pulses,Rajasthan,Udaipur,Rainfed,512.26,103.0,1370.0,701.8
2021-01-26,2021,Zaid,Coconut,Kerala,Kozhikode,Rainfed,122.2,50.0,9398.0,1148.44
2018-06-06,2018,Rabi,Potato,Punjab,Patiala,Canal,758.35,140.0,17784.0,13486.5
2017-10-10,2017,Kharif,Pulses,Maharashtra,Pune,Rainfed,988.2,112.0,1067.0,1054.41
2022-05-25,2022,Zaid,Coconut,Andhra Pradesh,Chittoor,Tube Well,237.94,164.0,11961.0,2846.0
2018-08-18,2018,Rabi,Oilseeds,Maharashtra,Pune,Drip,606.97,162.0,4428.0,2687.66
2022-09-12,2022,Rabi,Potato,West Bengal,Kolkata,Canal,141.61,192.0,17972.0,2545.01
2024-06-15,2024,Rabi,Wheat,Punjab,Patiala,Canal,467.18,116.0,4736.0,2212.56
2016-08-07,2016,Kharif,Pulses,Maharashtra,Mumbai,Drip,291.15,122.0,1496.0,435.56
2019-09-04,2019,Rabi,Wheat,Punjab,Patiala,Tube Well,762.56,110.0,2848.0,2171.77
2025-08-10,2025,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,121.56,95.0,1756.0,213.46
2024-08-12,2024,Perennial,Tea,Kerala,Thrissur,Drip,312.69,146.0,2793.0,873.34
2023-01-14,2023,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,117.31,174.0,14905.0,1748.51
2017-12-22,2017,Rabi,Oilseeds,Rajasthan,Jodhpur,Rainfed,524.77,74.0,2140.0,1123.01
2024-10-01,2024,Kharif,Rice,Assam,Dibrugarh,Rainfed,562.74,197.0,4047.0,2277.41
2018-02-12,2018,Kharif,Cotton,Telangana,Hyderabad,Canal,94.49,153.0,910.0,85.99
2024-12-25,2024,Kharif,Maize,Maharashtra,Nashik,Drip,1239.99,167.0,5981.0,7416.38
2016-04-17,2016,Rabi,Wheat,Madhya Pradesh,Bhopal,Tube Well,598.3,200.0,5294.0,3167.4
2017-05-09,2017,Kharif,Oilseeds,Maharashtra,Nagpur,Tube Well,804.59,126.0,1627.0,1309.07
2018-06-22,2018,Rabi,Wheat,Bihar,Purnia,Rainfed,482.92,61.0,2109.0,1018.48
2024-07-16,2024,Kharif,Cotton,Maharashtra,Mumbai,Rainfed,239.52,169.0,1087.0,260.36
2022-08-06,2022,Perennial,Coffee,Tamil Nadu,Madurai,Drip,1058.6,181.0,2305.0,2440.07
2019-10-20,2019,Kharif,Rice,Odisha,Bhubaneswar,Rainfed,16.99,74.0,2227.0,37.84
2015-08-17,2015,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,280.07,54.0,10065.0,2818.9
2018-03-30,2018,Perennial,Coffee,Karnataka,Bangalore,Tube Well,563.11,70.0,884.0,497.79
2016-12-31,2016,Rabi,Wheat,Madhya Pradesh,Bhopal,Rainfed,723.04,99.0,2027.0,1465.6
2015-06-30,2015,Zaid,Coconut,Karnataka,Mysore,Tube Well,424.96,189.0,15664.0,6656.57
2021-11-05,2021,Rabi,Wheat,Madhya Pradesh,Bhopal,Rainfed,419.73,50.0,2715.0,1139.57
2023-10-09,2023,Rabi,Wheat,Rajasthan,Jaipur,Rainfed,522.21,171.0,2289.0,1195.34
2022-12-13,2022,Kharif,Oilseeds,Rajasthan,Jaipur,Tube Well,42.82,178.0,4031.0,172.61
2015-09-19,2015,Kharif,Maize,Karnataka,Belgaum,Canal,69.38,172.0,6877.0,477.13
2019-03-29,2019,Rabi,Wheat,Bihar,Gaya,Rainfed,219.56,62.0,3202.0,703.03
2021-02-09,2021,Rabi,Potato,Punjab,Ludhiana,Canal,228.17,152.0,26686.0,6088.94
2016-01-03,2016,Rabi,Potato,Bihar,Purnia,Rainfed,16.38,193.0,15854.0,259.69
